Seal ID	Survival	Tagloss	Sex 	Black Mass	Wean Mass	Brand
10234	00000000011111	UUUUUUUUU2111U	0	42	94	B
10235	00000000011000	UUUUUUUUU20UUU	0	32	93	B
10236	00000000010000	UUUUUUUUU2UUUU	0	37	139	B
10237	00000000011100	UUUUUUUUU210UU	1	36	106	B
10238	00000000010000	UUUUUUUUU2UUUU	1	47	129	B
10239	00000000011111	UUUUUUUUU22222	1	47	150	B
10240	00000000011010	UUUUUUUUU21U0U	0	30	103	B
10241	00000000010111	UUUUUUUUU2U000	0	33	100	B
10242	00000000010000	UUUUUUUUU2UUUU	0	37	141	B
10243	00000000011111	UUUUUUUUU22220	0	38	124	B
10244	00000000010000	UUUUUUUUU2UUUU	0	37	114	B
10245	00000000010000	UUUUUUUUU2UUUU	1	38	133	B
10246	00000000011111	UUUUUUUUU2000U	0	50	113	B
10247	00000000011000	UUUUUUUUU20UUU	0	44	106	B
10248	00000000011101	UUUUUUUUU200UU	0	43	170	B
10249	00000000011101	UUUUUUUUU200U0	1	36	107	B
10250	00000000011100	UUUUUUUUU211UU	0	42	118	B
10251	00000000010000	UUUUUUUUU2UUUU	0	36		N
10252	00000000010000	UUUUUUUUU2UUUU	0	34	83	B
10253	00000000011001	UUUUUUUUU222U2	1	42	128	B
10254	00000000011000	UUUUUUUUU22UUU	0	37	98	B
10255	00000000011000	UUUUUUUUU20UUU	1	40	109	B
10256	00000000011000	UUUUUUUUU20UUU	0	41	145	B
10257	00000000010000	UUUUUUUUU2UUUU	0	37	118	B
10258	00000000011111	UUUUUUUUU22221	1	42	102	B
10259	00000000010000	UUUUUUUUU2UUUU	1	50	146	B
10260	00000000010000	UUUUUUUUU2UUUU	0	31		N
10261	00000000010001	UUUUUUUUU2UUUU	0	31	128	B
10262	00000000010000	UUUUUUUUU2UUUU	0	50	82	B
10263	00000000010000	UUUUUUUUU2UUUU	0	40		N
10264	00000000011001	UUUUUUUUU21UUU	0	40	100	B
10265	00000000010000	UUUUUUUUU2UUUU	1	40	120	B
10266	00000000010000	UUUUUUUUU2UUUU	1	48	101	B
10267	00000000010000	UUUUUUUUU2UUUU	1	41	125	B
10268	00000000010000	UUUUUUUUU2UUUU	1	38	94	B
10269	00000000011000	UUUUUUUUU20UUU	1	44	84	B
10270	00000000011111	UUUUUUUUU22221	1	42	124	B
10271	00000000011000	UUUUUUUUU20UUU	0	40	135	B
10272	00000000010110	UUUUUUUUU2U00U	0	42	130	B
10273	00000000010000	UUUUUUUUU2UUUU	0	40	116	B
10274	00000000011111	UUUUUUUUU22222	0	41	130	B
10275	00000000011000	UUUUUUUUU20UUU	0	35	90	B
10276	00000000010101	UUUUUUUUU2U1U0	1	51	152	B
10277	00000000011010	UUUUUUUUU2UU0U	1	41	92	B
10278	00000000011111	UUUUUUUUU22222	0	41	147	B
10279	00000000010000	UUUUUUUUU2UUUU	1	45	115	B
10280	00000000010000	UUUUUUUUU2UUUU	0	36	116	B
10281	00000000011111	UUUUUUUUU22111	0	45	148	B
10282	00000000010010	UUUUUUUUU2UU0U	1	45	104	B
10283	00000000010000	UUUUUUUUU2UUUU	1	46	103	B
10284	00000000011111	UUUUUUUUU21110	1	42	88	B
10285	00000000011111	UUUUUUUUU22000	1	36	100	B
10286	00000000010000	UUUUUUUUU2UUUU	0	38	108	B
10287	00000000010001	UUUUUUUUU2UUUU	1	45	99	B
10288	00000000010000	UUUUUUUUU2UUUU	0	37	91	B
10289	00000000011111	UUUUUUUUU2111U	0	38	100	B
10290	00000000010000	UUUUUUUUU2UUUU	1	36	89	B
10291	00000000010000	UUUUUUUUU2UUUU	0	42	116	B
10293	00000000010000	UUUUUUUUU2UUUU	1	47	71	B
10294	00000000011100	UUUUUUUUU222UU	0	45	156	B
10295	00000000010100	UUUUUUUUU2U0UU	0	38	118	B
10296	00000000011000	UUUUUUUUU22UUU	0	42	94	B
10297	00000000011110	UUUUUUUUU2000U	0	43	158	B
10298	00000000010100	UUUUUUUUU2U0UU	1	55	143	B
10299	00000000011100	UUUUUUUUU200UU	0	34	134	B
10300	00000000010000	UUUUUUUUU2UUUU	0	37	109	B
10301	00000000011010	UUUUUUUUU21U0U	0	44	98	B
10302	00000000011110	UUUUUUUUU2111U	1	35	115	B
10303	00000000011111	UUUUUUUUU22100	1	35	82	B
10304	00000000011100	UUUUUUUUU220UU	0	39	104	B
10305	00000000010000	UUUUUUUUU2UUUU	0	35	86	B
10306	00000000011001	UUUUUUUUU22UUU	1	54	132	B
10307	00000000010111	UUUUUUUUU2U211	0	35	100	B
10308	00000000011111	UUUUUUUUU22220	1	47	139	B
10309	00000000011100	UUUUUUUUU221UU	1	38	100	B
10310	00000000010000	UUUUUUUUU2UUUU	1	40	81	B
10311	00000000011000	UUUUUUUUU20UUU	0	40	110	B
10312	00000000011111	UUUUUUUUU22211	1	44	112	B
10313	00000000011100	UUUUUUUUU222UU	1	40	117	B
10314	00000000010000	UUUUUUUUU2UUUU	1	44	80	B
10315	00000000010100	UUUUUUUUU2U0UU	1	37		B
10316	00000000011110	UUUUUUUUU2221U	0	37	130	B
10317	00000000010111	UUUUUUUUU2U211	1	36	122	B
10318	00000000011100	UUUUUUUUU222UU	1	42	146	B
10319	00000000011100	UUUUUUUUU221UU	0	40	105	B
10320	00000000010010	UUUUUUUUU2UU0U	1	40	80	B
10321	00000000010000	UUUUUUUUU2UUUU	1	27		N
10322	00000000010000	UUUUUUUUU2UUUU	0	34	83	B
10323	00000000010100	UUUUUUUUU2U0UU	0	34	100	B
10324	00000000010000	UUUUUUUUU2UUUU	1	47	117	B
10325	00000000011111	UUUUUUUUU22000	0	31	69	B
10326	00000000011100	UUUUUUUUU211UU	0	34	106	B
10327	00000000011101	UUUUUUUUU222UU	0	30	133	B
10328	00000000010010	UUUUUUUUU2UU0U	1	50	128	B
10329	00000000011101	UUUUUUUUU211UU	0	32	118	B
10330	00000000011000	UUUUUUUUU21UUU	0	38	116	B
10331	00000000011111	UUUUUUUUU22220	1	43	127	B
10332	00000000011100	UUUUUUUUU210UU	1	44	119	B
10333	00000000011100	UUUUUUUUU222UU	0	43	142	B
10334	00000000011001	UUUUUUUUU20UUU	1	37	95	B
10335	00000000011000	UUUUUUUUU22UUU	0	39	126	B
10336	00000000011000	UUUUUUUUU21UUU	0	38	65	B
10337	00000000010100	UUUUUUUUU2U0UU	1	56	157	B
10338	00000000011111	UUUUUUUUU22222	0	47	122	B
10339	00000000010000	UUUUUUUUU2UUUU	1	32	84	B
10340	00000000011000	UUUUUUUUU21UUU	1	53	141	B
10341	00000000011110	UUUUUUUUU2222U	1	42	152	B
10342	00000000010001	UUUUUUUUU2UUUU	0	32		B
10343	00000000011111	UUUUUUUUU22111	0	35	173	B
10344	00000000010000	UUUUUUUUU2UUUU	1	31	62	B
10345	00000000010000	UUUUUUUUU2UUUU	1	44		N
10346	00000000011011	UUUUUUUUU20U00	1	44	149	B
10347	00000000010001	UUUUUUUUU2UUUU	1	42	141	B
10348	00000000010000	UUUUUUUUU2UUUU	1	53	126	B
10349	00000000011111	UUUUUUUUU22221	1	44	133	B
10350	00000000011100	UUUUUUUUU210UU	0	46	141	B
10351	00000000011110	UUUUUUUUU2100U	0	39	120	B
10352	00000000010111	UUUUUUUUU2U000	1	32	86	B
10353	00000000010000	UUUUUUUUU2UUUU	1	40	110	B
10355	00000000011100	UUUUUUUUU220UU	1	49	94	B
10356	00000000010100	UUUUUUUUU2U0UU	0	40	138	B
10357	00000000010000	UUUUUUUUU2UUUU	0	37	118	B
10358	00000000010000	UUUUUUUUU2UUUU	0	43		N
10359	00000000010000	UUUUUUUUU2UUUU	0	42		N
10360	00000000010000	UUUUUUUUU2UUUU	0	37	125	B
10361	00000000010000	UUUUUUUUU2UUUU	0	44		N
10362	00000000011000	UUUUUUUUU20UUU	0	42		B
10363	00000000011101	UUUUUUUUU211U0	1	37	118	B
10364	00000000010001	UUUUUUUUU2UUUU	0	30	118	N
10365	00000000010010	UUUUUUUUU2UU0U	1	51	136	B
10366	00000000010101	UUUUUUUUU2U0UU	1	40	88	B
10367	00000000010000	UUUUUUUUU2UUUU	0	41	132	B
10368	00000000011000	UUUUUUUUU20UUU	1	46	120	B
10369	00000000010000	UUUUUUUUU2UUUU	0	36		N
10370	00000000011000	UUUUUUUUU20UUU	1	39	90	B
10371	00000000010000	UUUUUUUUU2UUUU	1	36	72	N
10372	00000000010000	UUUUUUUUU2UUUU	1	45	124	B
10373	00000000011111	UUUUUUUUU22200	1	41	112	B
10374	00000000011000	UUUUUUUUU20UUU	0	37	78	B
10375	00000000010000	UUUUUUUUU2UUUU	0	43	88	N
10376	00000000011100	UUUUUUUUU222UU	0	40	100	B
10377	00000000010010	UUUUUUUUU2UU0U	0	37	70	B
10378	00000000011111	UUUUUUUUU2100U	0	33	77	B
10379	00000000010100	UUUUUUUUU2U0UU	0	34	90	B
10380	00000000010000	UUUUUUUUU2UUUU	0	38	84	B
10381	00000000011100	UUUUUUUUU220UU	1	47	130	B
10382	00000000010100	UUUUUUUUU2U0UU	0	35	115	B
10383	00000000010000	UUUUUUUUU2UUUU	0	40		N
10384	00000000010000	UUUUUUUUU2UUUU	0	39	116	B
10385	00000000010000	UUUUUUUUU2UUUU	0	44	108	B
10386	00000000011111	UUUUUUUUU21100	1	40	108	B
10387	00000000011000	UUUUUUUUU22UUU	1	41	92	B
10388	00000000011010	UUUUUUUUU20U0U	1	53	158	B
10389	00000000010000	UUUUUUUUU2UUUU	1	48	101	B
10390	00000000011100	UUUUUUUUU210UU	0	33		B
10391	00000000011000	UUUUUUUUU20UUU	1	41	91	B
10392	00000000010000	UUUUUUUUU2UUUU	0	39	83	B
10393	00000000010000	UUUUUUUUU2UUUU	0	36	74	B
10394	00000000011010	UUUUUUUUU22U0U	0	36	104	B
10395	00000000010011	UUUUUUUUU21111	0	35	118	B
10396	00000000011101	UUUUUUUUU211U1	0	54	157	B
10397	00000000010011	UUUUUUUUU2UU00	1	39	155	B
10398	00000000011100	UUUUUUUUU211UU	1	48	128	B
10399	00000000010000	UUUUUUUUU2UUUU	0	52	137	B
10400	00000000011101	UUUUUUUUU211UU	0	42	106	B
10401	00000000011111	UUUUUUUUU21111	1	38	130	B
10402	00000000011111	UUUUUUUUU22000	1	40	94	B
10403	00000000010000	UUUUUUUUU2UUUU	1	31	63	B
10404	00000000011100	UUUUUUUUU222UU	1	34	80	B
10405	00000000010001	UUUUUUUUU2UUUU	0	38	101	B
10406	00000000011000	UUUUUUUUU20UUU	1	51	160	B
10407	00000000011111	UUUUUUUUU22221	0	45		B
10408	00000000011111	UUUUUUUUU21111	1	51	173	B
10409	00000000011011	UUUUUUUUU20U00	0	38	88	B
10410	00000000011111	UUUUUUUUU22222	0	36	124	B
10411	00000000010000	UUUUUUUUU2UUUU	1	41	100	B
10412	00000000010101	UUUUUUUUU2U2U0	0	41	103	B
10413	00000000010100	UUUUUUUUU2U2UU	1	48	147	B
10414	00000000010000	UUUUUUUUU2UUUU	0	38	91	B
10415	00000000010000	UUUUUUUUU2UUUU	1	50	128	B
10416	00000000010000	UUUUUUUUU2UUUU	1	39	112	B
10418	00000000010100	UUUUUUUUU2U0UU	1	45	115	B
10419	00000000010000	UUUUUUUUU2UUUU	0	50	125	N
10420	00000000010000	UUUUUUUUU2UUUU	0	36	84	B
10421	00000000010000	UUUUUUUUU2UUUU	1	50	108	B
10422	00000000010000	UUUUUUUUU2UUUU	1	44	88	B
10423	00000000010111	UUUUUUUUU2U00U	1	42	155	B
10424	00000000010000	UUUUUUUUU2UUUU	1	46	165	B
10425	00000000011110	UUUUUUUUU2111U	0	46	123	B
10426	00000000011111	UUUUUUUUU22211	0	46	133	B
10427	00000000011111	UUUUUUUUU21110	0	40	111	B
10428	00000000010110	UUUUUUUUU2U20U	0	44	139	B
10429	00000000011000	UUUUUUUUU22UUU	1	51	153	B
10430	00000000011111	UUUUUUUUU21110	1	37	98	B
10431	00000000011100	UUUUUUUUU222UU	0	41	134	B
10432	00000000011100	UUUUUUUUU221UU	1	48	144	B
10433	00000000011000	UUUUUUUUU20UUU	0	50	122	B
10434	00000000010000	UUUUUUUUU2UUUU	1	50	159	B
10435	00000000010100	UUUUUUUUU2U1UU	0	41		N
10436	00000000010000	UUUUUUUUU2UUUU	1	42	90	B
10437	00000000010000	UUUUUUUUU2UUUU	1	39		N
10438	00000000010000	UUUUUUUUU2UUUU	1	46	98	B
10439	00000000010000	UUUUUUUUU2UUUU	1	39	128	N
10440	00000000011100	UUUUUUUUU211UU	1	41	118	B
10441	00000000011100	UUUUUUUUU210UU	1	35	104	B
10442	00000000010000	UUUUUUUUU2UUUU	0	50	115	B
10443	00000000011111	UUUUUUUUU21110	0	32	82	B
10444	00000000010000	UUUUUUUUU2UUUU	1	41	123	B
10445	00000000010000	UUUUUUUUU2UUUU	1	43	129	B
10446	00000000010000	UUUUUUUUU2UUUU	0	34		N
10447	00000000011101	UUUUUUUUU211UU	0	47	147	B
10448	00000000011000	UUUUUUUUU22UUU	0	31	97	B
10449	00000000010111	UUUUUUUUU2U100	0	31	84	B
10450	00000000010000	UUUUUUUUU2UUUU	1	38	69	B
10451	00000000011100	UUUUUUUUU211UU	0	36	102	B
10452	00000000011101	UUUUUUUUU222U1	0	41	127	B
10453	00000000010100	UUUUUUUUU2U1UU	1	50	134	B
10454	00000000011110	UUUUUUUUU2111U	0	44	135	B
10455	00000000011111	UUUUUUUUU22222	0	42	96	B
10456	00000000010111	UUUUUUUUU2U222	0	41	144	B
10457	00000000011100	UUUUUUUUU222UU	1	45	138	B
10458	00000000011000	UUUUUUUUU21UUU	1	44		B
10459	00000000011000	UUUUUUUUU20UUU	0	34	78	B
10460	00000000011100	UUUUUUUUU211UU	0	44	118	B
10461	00000000010000	UUUUUUUUU2UUUU	0	33		N
10462	00000000010000	UUUUUUUUU2UUUU	0	41	100	B
10463	00000000010000	UUUUUUUUU2UUUU	0	49	158	B
10464	00000000010000	UUUUUUUUU2UUUU	0	39	93	B
10465	00000000010100	UUUUUUUUU2U0UU	1	46	142	B
10466	00000000010110	UUUUUUUUU2U00U	0	42	115	B
10467	00000000010000	UUUUUUUUU2UUUU	0	43	102	B
10468	00000000011000	UUUUUUUUU20UUU	0	40	88	B
10469	00000000011011	UUUUUUUUU20U00	1	42	114	B
10470	00000000011010	UUUUUUUUU20U0U	1	25	68	B
10471	00000000011011	UUUUUUUUU21U11	0	38	125	B
10472	00000000011111	UUUUUUUUU22100	1	37	126	B
10473	00000000011111	UUUUUUUUU22222	1	34	125	B
10474	00000000011100	UUUUUUUUU220UU	0	36	102	B
10475	00000000010000	UUUUUUUUU2UUUU	1	36	118	B
10476	00000000010000	UUUUUUUUU2UUUU	1	45	95	B
10477	00000000010111	UUUUUUUUU2U110	0	26	106	B
10478	00000000010101	UUUUUUUUU2U0UU	1	42	145	B
10479	00000000011111	UUUUUUUUU21100	0	38	139	B
10481	00000000010000	UUUUUUUUU2UUUU	0	32	87	B
10482	00000000011111	UUUUUUUUU22111	1	43	121	B
10483	00000000011101	UUUUUUUUU211U0	1	49	134	B
10484	00000000011111	UUUUUUUUU22222	0	40	147	B
10485	00000000011100	UUUUUUUUU200UU	0	35	88	B
10486	00000000011001	UUUUUUUUU21UUU	1	45	103	B
10487	00000000011111	UUUUUUUUU2110U	0	35	119	B
10488	00000000011110	UUUUUUUUU2000U	0	36	138	B
10489	00000000010000	UUUUUUUUU2UUUU	0	33		N
10490	00000000010000	UUUUUUUUU2UUUU	1	36	124	B
10491	00000000011110	UUUUUUUUU2000U	0	42	110	B
10492	00000000010110	UUUUUUUUU2U10U	0	36	88	B
10493	00000000011000	UUUUUUUUU20UUU	1	40	72	B
10494	00000000010110	UUUUUUUUU2U00U	0	37	103	B
10495	00000000011000	UUUUUUUUU21UUU	1	52	120	B
10496	00000000010000	UUUUUUUUU2UUUU	1	50		B
10497	00000000010100	UUUUUUUUU2U0UU	1	51	145	B
10498	00000000010111	UUUUUUUUU2U100	1	46	105	B
10499	00000000010000	UUUUUUUUU2UUUU	0	36	64	B
10500	00000000010001	UUUUUUUUU2UUUU	0	46	138	B
10501	00000000011110	UUUUUUUUU2000U	0	40	116	B
10502	00000000010000	UUUUUUUUU2UUUU	1	34		B
10503	00000000010000	UUUUUUUUU2UUUU	1	46	102	B
10504	00000000010000	UUUUUUUUU2UUUU	1	45	110	B
10505	00000000010000	UUUUUUUUU2UUUU	0	41	94	N
10506	00000000011000	UUUUUUUUU21UUU	1	36	144	B
10507	00000000011111	UUUUUUUUU21000	0	43	121	B
10508	00000000010111	UUUUUUUUU2U000	1	42	122	B
10509	00000000010000	UUUUUUUUU2UUUU	0	24	55	B
10510	00000000011000	UUUUUUUUU21UUU	1	36	93	B
10511	00000000010000	UUUUUUUUU2UUUU	1	33	95	B
10512	00000000011100	UUUUUUUUU220UU	1	38	90	B
10513	00000000010000	UUUUUUUUU2UUUU	0	35	65	B
10514	00000000011000	UUUUUUUUU22UUU	1	45	80	B
10515	00000000011111	UUUUUUUUU20000	1	44	130	B
10516	00000000010100	UUUUUUUUU2U0UU	0	39	110	B
10517	00000000010000	UUUUUUUUU2UUUU	1	43	141	B
10518	00000000010100	UUUUUUUUU2U0UU	1	43		B
10519	00000000010000	UUUUUUUUU2UUUU	1	39	98	B
10520	00000000010000	UUUUUUUUU2UUUU	1	40	131	B
10521	00000000010000	UUUUUUUUU2UUUU	1	45	126	B
10522	00000000011100	UUUUUUUUU222UU	1	51	132	B
10523	00000000011111	UUUUUUUUU22222	1	48	119	B
10524	00000000010000	UUUUUUUUU2UUUU	1	39	93	B
10525	00000000010000	UUUUUUUUU2UUUU	0	32	86	B
10526	00000000011111	UUUUUUUUU22221	1	46	130	B
10527	00000000010000	UUUUUUUUU2UUUU	0	32	103	B
10528	00000000011111	UUUUUUUUU22110	1	38	104	B
10529	00000000011100	UUUUUUUUU220UU	0	36	73	B
10530	00000000011111	UUUUUUUUU22222	1	45	137	B
10531	00000000010000	UUUUUUUUU2UUUU	1	37	99	B
10532	00000000011111	UUUUUUUUU2111U	0	45	146	B
10533	00000000011001	UUUUUUUUU21UUU	1	40	107	B
10534	00000000010000	UUUUUUUUU2UUUU	1	43	118	B
10535	00000000011111	UUUUUUUUU22201	0	39		B
10536	00000000010000	UUUUUUUUU2UUUU	0	34	104	B
10537	00000000011000	UUUUUUUUU22UUU	1	48	127	B
10538	00000000011001	UUUUUUUUU20UUU	0	36	88	B
10539	00000000011000	UUUUUUUUU21UUU	0	38	86	B
10540	00000000010000	UUUUUUUUU2UUUU	1	39	118	B
10541	00000000011000	UUUUUUUUU22UUU	1	40	80	B
10542	00000000011100	UUUUUUUUU220UU	1	39	112	B
10543	00000000011000	UUUUUUUUU21UUU	0	43	137	B
10544	00000000010000	UUUUUUUUU2UUUU	0	33	84	B
10545	00000000010000	UUUUUUUUU2UUUU	1	40	110	B
10546	00000000011100	UUUUUUUUU220UU	0	40	148	B
10547	00000000011110	UUUUUUUUU2220U	0	36	114	B
10548	00000000011100	UUUUUUUUU221UU	0	32	81	B
10549	00000000010101	UUUUUUUUU2U0UU	0	43	114	B
10550	00000000010010	UUUUUUUUU2UU0U	1	41		B
11607	00000000010000	UUUUUUUUU2UUUU	1			N
11620	00000001100000	UUUUUUU11UUUUU	0	35	132	N
11666	00000000011111	UUUUUUUUU22211	0	53		N
11668	00000000011110	UUUUUUUUU2221U	0		134	N
11669	00000000011000	UUUUUUUUU22UUU	0	43	149	N
11709	00000000011101	UUUUUUUUU222U2	0	40		N
11711	00000000001111	UUUUUUUUUU2221	1	44	131	B
11712	00000000001000	UUUUUUUUUU2UUU	0	40	149	B
11713	00000000001011	UUUUUUUUUU2U00	0	48	133	B
11714	00000000001000	UUUUUUUUUU2UUU	0	30	83	N
11715	00000000001000	UUUUUUUUUU2UUU	0	33	108	B
11716	00000000001011	UUUUUUUUUU2U10	0	44	139	B
11717	00000000001000	UUUUUUUUUU2UUU	1	46	125	B
11718	00000000001000	UUUUUUUUUU2UUU	1	44	147	N
11719	00000000001000	UUUUUUUUUU2UUU	1	40		N
11720	00000000001010	UUUUUUUUUU2U1U	1	46	149	N
11721	00000000001011	UUUUUUUUUU2U21	1	61	172	N
11722	00000000001111	UUUUUUUUUU2210	0	36	95	B
11723	00000000001101	UUUUUUUUUU21U1	0	42	113	B
11724	00000000001111	UUUUUUUUUU2110	0	42	107	B
11725	00000000001000	UUUUUUUUUU2UUU	1	43		N
11726	00000000001000	UUUUUUUUUU2UUU	1	45	128	B
11727	00000000001111	UUUUUUUUUU211U	1	52	149	B
11728	00000000001011	UUUUUUUUUU2U1U	0	40	164	B
11729	00000000001100	UUUUUUUUUU21UU	0	40	107	B
11730	00000000001111	UUUUUUUUUU2221	1	48	165	B
11731	00000000001000	UUUUUUUUUU2UUU	1	35	114	B
11732	00000000001001	UUUUUUUUUU2UU1	0	50	144	N
11733	00000000001111	UUUUUUUUUU2221	1	41	134	N
11734	00000000001010	UUUUUUUUUU2U0U	0	40	120	B
11735	00000000001100	UUUUUUUUUU20UU	1	41	113	B
11736	00000000001111	UUUUUUUUUU2111	0	42	141	B
11737	00000000001000	UUUUUUUUUU2UUU	1	40	115	B
11738	00000000001100	UUUUUUUUUU22UU	1	38	135	N
11739	00000000001100	UUUUUUUUUU21UU	1	51	185	N
11740	00000000001010	UUUUUUUUUU2U0U	1	52	173	B
11741	00000000001000	UUUUUUUUUU2UUU	1	57	138	B
11742	00000000001110	UUUUUUUUUU221U	1	45	149	B
11743	00000000001110	UUUUUUUUUU211U	0	52		B
11744	00000000001100	UUUUUUUUUU20UU	1	54	138	B
11745	00000000001000	UUUUUUUUUU2UUU	1	36	129	B
11746	00000000001000	UUUUUUUUUU2UUU	1	36	109	B
11747	00000000001111	UUUUUUUUUU2100	1	46	144	B
11748	00000000001000	UUUUUUUUUU2UUU	0	45	156	N
11749	00000000001000	UUUUUUUUUU2UUU	1	48	135	B
11750	00000000001000	UUUUUUUUUU2UUU	0	35	105	N
11752	00000000001000	UUUUUUUUUU2UUU	0	44	177	N
11753	00000000001111	UUUUUUUUUU2222	0	33	81	N
11754	00000000001100	UUUUUUUUUU20UU	1	36	119	B
11755	00000000001000	UUUUUUUUUU2UUU	0	34		N
11756	00000000001000	UUUUUUUUUU2UUU	1	46	125	B
11757	00000000001011	UUUUUUUUUU2U1U	1	50	136	N
11758	00000000001011	UUUUUUUUUU2U20	0	46	141	B
11759	00000000001011	UUUUUUUUUU2U10	1	36	108	B
11760	00000000001100	UUUUUUUUUU20UU	0	48	181	B
11761	00000000001100	UUUUUUUUUU22UU	1	55	200	N
11762	00000000001010	UUUUUUUUUU2U0U	0	46	120	B
11763	00000000001000	UUUUUUUUUU2UUU	0	39	152	B
11764	00000000001101	UUUUUUUUUU22UU	1	51	137	B
11765	00000000001011	UUUUUUUUUU2U22	0	35	124	B
11766	00000000001000	UUUUUUUUUU2UUU	1	48	156	B
11767	00000000001000	UUUUUUUUUU2UUU	0	51	159	B
11768	00000000001000	UUUUUUUUUU2UUU	0	41	134	B
11769	00000000001011	UUUUUUUUUU2U21	1	31	92	B
11770	00000000001111	UUUUUUUUUU2222	0	44	163	B
11771	00000000001111	UUUUUUUUUU2222	0	44	110	B
11772	00000000001000	UUUUUUUUUU2UUU	1	44	132	B
11774	00000000001101	UUUUUUUUUU21U2	0	42	105	B
11775	00000000001111	UUUUUUUUUU2211	0	33	101	B
11776	00000000001000	UUUUUUUUUU2UUU	1	42	126	B
11777	00000000001100	UUUUUUUUUU20UU	1	43	129	B
11778	00000000001010	UUUUUUUUUU2U1U	0	44	122	N
11779	00000000001000	UUUUUUUUUU2UUU	1	47	81	B
11780	00000000001100	UUUUUUUUUU20UU	0	35	90	B
11781	00000000001000	UUUUUUUUUU2UUU	0	43	126	N
11782	00000000001101	UUUUUUUUUU20UU	0	40	96	B
11783	00000000001111	UUUUUUUUUU2210	0	34	95	B
11784	00000000001000	UUUUUUUUUU2UUU	0	49	159	N
11785	00000000001111	UUUUUUUUUU2110	0	35	102	B
11786	00000000001111	UUUUUUUUUU2100	1	48	118	B
11787	00000000001000	UUUUUUUUUU2UUU	0	42		N
11788	00000000001010	UUUUUUUUUU2U2U	0	43	152	N
11789	00000000001010	UUUUUUUUUU2U0U	1	38	117	B
11790	00000000001000	UUUUUUUUUU2UUU	1	47	149	B
11791	00000000001100	UUUUUUUUUU22UU	0	43	156	B
11792	00000000001000	UUUUUUUUUU2UUU	0	35	65	B
11793	00000000001101	UUUUUUUUUU21U0	1	45	139	B
11794	00000000001000	UUUUUUUUUU2UUU	1	40	100	B
11795	00000000001100	UUUUUUUUUU20UU	1	38	142	B
11796	00000000001100	UUUUUUUUUU21UU	1	54	128	B
11797	00000000001001	UUUUUUUUUU2UUU	1	35	105	B
11798	00000000001000	UUUUUUUUUU2UUU	0	38	146	N
11799	00000000001100	UUUUUUUUUU21UU	1	37	59	N
11800	00000000001111	UUUUUUUUUU2111	0	39	139	B
11801	00000000001000	UUUUUUUUUU2UUU	1	35	56	N
11802	00000000001100	UUUUUUUUUU21UU	0	45	159	B
11803	00000000001110	UUUUUUUUUU211U	1	51	148	B
11804	00000000001011	UUUUUUUUUU2U21	1	41	115	N
11805	00000000001111	UUUUUUUUUU2111	0	38	100	B
11806	00000000001000	UUUUUUUUUU2UUU	0	46	125	B
11808	00000000001000	UUUUUUUUUU2UUU	1	42	97	B
11809	00000000001000	UUUUUUUUUU2UUU	1	54	116	B
11810	00000000001100	UUUUUUUUUU22UU	0	35	85	B
11811	00000000001000	UUUUUUUUUU2UUU	0	43	149	B
11812	00000000001011	UUUUUUUUUU2U21	1	60	174	B
11813	00000000001001	UUUUUUUUUU2UU0	1	60	168	B
11814	00000000001111	UUUUUUUUUU2220	0	45	168	B
11815	00000000001111	UUUUUUUUUU2111	0	42	105	N
11816	00000000001111	UUUUUUUUUU222U	1	44	127	N
11817	00000000001000	UUUUUUUUUU2UUU	1	41	92	B
11818	00000000001010	UUUUUUUUUU2U0U	1	58	139	B
11819	00000000001011	UUUUUUUUUU2U22	1	47	111	N
11820	00000000001000	UUUUUUUUUU2UUU	1	44	124	B
11821	00000000001110	UUUUUUUUUU221U	1	61	147	B
11822	00000000001000	UUUUUUUUUU2UUU	0	40	90	B
11823	00000000001111	UUUUUUUUUU2212	1	48	148	B
11824	00000000001100	UUUUUUUUUU22UU	1	61	222	B
11825	00000000001010	UUUUUUUUUU2U0U	1	40	135	B
11826	00000000001111	UUUUUUUUUU2200	0	46	128	B
11827	00000000001111	UUUUUUUUUU2110	1	39	98	B
11828	00000000001110	UUUUUUUUUU221U	1	35	110	B
11829	00000000001000	UUUUUUUUUU2UUU	1	35	90	B
11830	00000000001001	UUUUUUUUUU2UU0	1	45	152	B
11831	00000000001111	UUUUUUUUUU2211	1	58	205	B
11832	00000000001110	UUUUUUUUUU220U	0	39	109	B
11833	00000000001000	UUUUUUUUUU2UUU	1	35		N
11834	00000000001111	UUUUUUUUUU2100	1	41	99	B
11835	00000000001111	UUUUUUUUUU200U	1	34	110	B
11836	00000000001110	UUUUUUUUUU200U	0	33	88	B
11837	00000000001000	UUUUUUUUUU2UUU	1	50	104	B
11838	00000000001111	UUUUUUUUUU2201	1	42	155	B
11839	00000000001111	UUUUUUUUUU2111	1	48	178	B
11840	00000000001111	UUUUUUUUUU2000	0	46	113	B
11841	00000000001111	UUUUUUUUUU2111	0	38	105	B
11842	00000000001010	UUUUUUUUUU2U1U	1	50		B
11843	00000000001110	UUUUUUUUUU220U	0	39	112	B
11844	00000000001011	UUUUUUUUUU2U22	1	45	116	B
11845	00000000001111	UUUUUUUUUU2222	1	52	161	B
11846	00000000001110	UUUUUUUUUU222U	1	55	117	B
